user_name,segment,total_coins,estimated_visits,heat_level,first_payment_date,last_payment_date
dgw6256,churned,8,0.1,Dormant,2025-09-02,2025-09-02
hanahana11111,churned,8,0.1,Dormant,2025-09-02,2025-09-02
koumeikoumei,churned,8,0.1,Dormant,2025-09-02,2025-09-02
m_toshi0816,churned,8,0.1,Dormant,2025-09-02,2025-09-02
matsumatsu11,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Nissy12,churned,8,0.1,Dormant,2025-09-02,2025-09-02
pipi278,churned,8,0.1,Dormant,2025-09-02,2025-09-02
squid_24,churned,8,0.1,Dormant,2025-09-02,2025-09-02
the525time759uga,churned,8,0.1,Dormant,2025-09-02,2025-09-02
yokochan1287,churned,8,0.1,Dormant,2025-09-02,2025-09-02
yutayo,churned,8,0.1,Dormant,2025-09-02,2025-09-02
justdiddly,churned,8,0.1,Dormant,2025-09-02,2025-09-02
koma000,churned,8,0.1,Dormant,2025-09-02,2025-09-02
masakiS57,churned,8,0.1,Dormant,2025-09-02,2025-09-02
omochiman0809,churned,8,0.1,Dormant,2025-09-02,2025-09-02
satoshhh,churned,8,0.1,Dormant,2025-09-02,2025-09-02
tak0310,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Yuta3317,churned,5,0.0,Dormant,2025-11-06,2025-11-06
ArabMooney,churned,4,0.0,Dormant,2025-09-18,2025-09-18
Odamaahm,light,2,0.0,AtRisk,2025-11-30,2025-11-30
duyanh2023,churned,1,0.0,Dormant,2025-10-21,2025-10-21
NatchA5,churned,1,0.0,Dormant,2025-09-21,2025-09-21
yossil12,churned,1,0.0,Dormant,2025-09-18,2025-09-18
mewdew,churned,1,0.0,Dormant,2025-09-18,2025-09-18
Sento-Paisen,churned,1,0.0,Dormant,2025-09-10,2025-09-10
hayashi-0721thinthin,churned,1,0.0,Dormant,2025-09-01,2025-09-01
alvin1234a,churned,1,0.0,Dormant,2025-08-18,2025-08-18
Spoc_79,churned,1,0.0,Dormant,2025-07-27,2025-07-27
oldvintage98,churned,1,0.0,Dormant,2025-09-24,2025-09-24
e-da-ma-me,churned,1,0.0,Dormant,2025-09-19,2025-09-19
